id,EAP,HPL,MWS
id21003,0.17904743069271373,0.012451812460979686,0.8085007568463065
id23855,0.006376336025316301,0.9899010134025459,0.0037226505721378693
id20724,0.7618575620394077,0.2024139036336178,0.03572853432697445
id13303,0.5679812826439108,0.029174880516481632,0.4028438368396075
id16521,0.08560261681975577,0.052565562007772564,0.8618318211724716
id20775,0.9750597866126843,0.017834772960508314,0.007105440426807248
id13029,0.9681352782409368,0.01757315047732657,0.014291571281736701
id14660,0.7892027338536106,0.19365562152824697,0.017141644618142382
id11028,0.028977069478129384,0.00216692434963414,0.9688560061722366
id14180,0.875486957245196,0.09267108217886987,0.03184196057593415
id25860,0.997627747998783,0.0011987199383749255,0.0011735320628422673
id11910,0.6790217989502378,0.10155139700606385,0.2194268040436983
id08065,0.16287944839545146,0.039811909809339165,0.7973086417952093
id22674,0.08930169625008279,0.008994282603014967,0.9017040211469022
id25018,0.19861574150865124,0.008851966913199925,0.7925322915781489
id10892,0.24538241327359647,0.7234221323795318,0.031195454346871744
id10217,0.08475724789972328,0.9105899089243872,0.004652843175889529
id12996,0.14400919599807002,0.5841308058399108,0.2718599981620192
id18262,0.7168738649018598,0.08434038516007974,0.19878574993806045
id08606,0.0031037757632492212,0.9958425680965491,0.0010536561402016498
id17233,0.9055534907911569,0.014172285242554757,0.08027422396628829
id00101,0.684727879371581,0.10723907970475619,0.2080330409236629
id12225,0.9212446678191899,0.044797449855821285,0.0339578823249889
id01364,0.1268437938896037,0.8449909908910649,0.028165215219331536
id24973,0.6829338522573027,0.061650071839908366,0.25541607590278886
id25363,0.8943567742259265,0.0019999151179798777,0.10364331065609357
id10061,0.7521897581018598,0.03532240923040628,0.21248783266773386
id17673,0.14323592017292203,0.8039090171118041,0.05285506271527392
id13249,0.548143567911689,0.03353517480400757,0.41832125728430347
id10107,0.026681045298734996,0.0017850682991364056,0.9715338864021286
id04403,0.9250491718315286,0.0031590657975065174,0.07179176237096493
id25728,0.9496264814947238,0.0054834511855215585,0.04489006731975465
id16184,0.5263610497272286,0.011307719332715066,0.4623312309400562
id03438,0.023227629998525543,0.000729140332062914,0.9760432296694116
id22923,0.02345165826836087,0.973638504992976,0.0029098367386631288
id08610,0.9851295351757188,0.0026975023795000864,0.012172962444781003
id25355,0.1320185542814544,0.025633771365900018,0.8423476743526457
id16916,0.557951659215103,0.3980158643729464,0.04403247641195063
id12793,0.22357079356834506,0.746025878389143,0.030403328042511935
id11859,0.43316867984808105,0.05358029669058742,0.5132510234613316
id02434,0.9973379414444281,0.0007885550719547902,0.0018735034836171096
id27703,0.04328705031589304,0.004255820735121231,0.9524571289489857
id25212,0.20051945040847413,0.7909476561421281,0.008532893449397687
id11308,0.1115301290564168,0.16268362554066618,0.725786245402917
id26094,0.7379821846217857,0.18920227883062887,0.07281553654758549
id22080,0.860486277341686,0.13714447414149666,0.0023692485168172435
id03545,0.8564509389323276,0.13422159219022517,0.009327468877447108
id23725,0.08570803696204989,0.0449506287679278,0.8693413342700224
id12009,0.9020414481182895,0.015118011726842727,0.08284054015486791
id24241,0.3420085938367083,0.2105382293746991,0.44745317678859264
id03596,0.09882150516948077,0.8840211012435278,0.01715739358699137
id10749,0.15134803002028718,0.77045082592378,0.07820114405593274
id22794,0.09094013358809729,0.04017409982862009,0.8688857665832826
id15482,0.5808695065519747,0.2691137089890366,0.1500167844589887
id04833,0.8327522691173622,0.12913602136614338,0.038111709516494396
id00397,0.0947302485274566,0.001161842218398924,0.9041079092541444
id14691,0.12245649634975378,0.005934171259645265,0.8716093323906009
id05193,0.12087416855957692,0.0019324264044021466,0.8771934050360211
id19541,0.9597610632639036,0.010464552875836123,0.029774383860260035
id22166,0.03286843583565552,0.0027787466475968927,0.9643528175167477
id20744,0.0419286374301011,0.003972111342194229,0.9540992512277047
id10392,0.010407444125612788,0.00029096717858019023,0.989301588695807
id00770,0.9288002213351448,0.03784049031798827,0.033359288346866856
id06018,0.031242120695479252,0.9614251094092099,0.007332769895310871
id15678,0.6052279711880684,0.021929126075511618,0.3728429027364201
id08305,0.9745142794182666,0.01583802316507577,0.009647697416657695
id08903,0.5533823299421624,0.02486760324546652,0.4217500668123711
id14752,0.5393549322689768,0.4401405366400679,0.020504531090955205
id12468,0.013715327960734726,0.9837194181476936,0.002565253891571704
id05085,0.34281743852192054,0.6261220399410812,0.031060521536998207
id21993,0.03178372391365773,0.0013919625735893313,0.9668243135127529
id15503,0.9043704409753774,0.08987895893596856,0.00575060008865404
id03021,0.0014326122970894104,0.9980561170495672,0.0005112706533433026
id16123,0.9969957155970465,0.0014232398641415552,0.001581044538811886
id19383,0.9803849039694336,0.011915758709157388,0.007699337321409159
id04186,0.9967421908646213,0.001384903393807163,0.0018729057415715418
id17954,0.019403839751782045,0.0006413977235034497,0.9799547625247145
id12030,0.20900936250141722,0.005082609789072652,0.7859080277095102
id13020,0.8209830121341066,0.1707450436067833,0.008271944259110093
id25327,0.0443052735184557,0.9141634272378538,0.04153129924369056
id16344,0.12380234252096876,0.08773884124551719,0.7884588162335141
id12303,0.08305352459163212,0.8837086080900143,0.03323786731835341
id15017,0.9322616925146309,0.04025201407441306,0.027486293410956184
id22308,0.347114637611134,0.04571752330544534,0.6071678390834206
id06536,0.07543025084214626,0.030681947864855057,0.8938878012929987
id19797,0.013042652981469963,0.9783759856075316,0.008581361410998595
id06332,0.6421759091984038,0.24070364672910152,0.11712044407249463
id22941,0.34727313808815247,0.03461673512165378,0.6181101267901938
id13547,0.08670745506810426,0.0384154870454558,0.8748770578864399
id06928,0.020279444697846347,0.0009985729537699225,0.9787219823483837
id12521,0.593378567271565,0.34536517019406004,0.061256262534374877
id25716,0.8744799918132856,0.0053499097799509475,0.12017009840676335
id27116,0.006686990929544685,0.000123478241534051,0.9931895308289213
id19941,0.024149667668250333,0.9671418489777136,0.008708483354036048
id05711,0.051165921350392975,0.00961751521850716,0.9392165634310999
id02097,0.047847349595408706,0.00794971370878722,0.944202936695804
id03563,0.009155424689584855,0.9894251254132008,0.0014194498972143277
id02295,0.058616324607712635,0.9141709693099015,0.027212706082385994
id08179,0.9990265724105111,0.0003461357511491015,0.0006272918383399066
id05332,0.003983925173710052,0.9943353077232037,0.0016807671030862217
id15697,0.860002665024701,0.026893187816308284,0.11310414715899073
id17026,0.3653180289988651,0.03279784913224967,0.6018841218688853
id04243,0.8579716343912853,0.1050031025927576,0.03702526301595695
id13175,0.997093122433366,0.0009473101193838179,0.0019595674472501056
id05387,0.9225123036010124,0.007672175732504039,0.06981552066648339
id19989,0.9070740174046724,0.04634871390854943,0.046577268686778174
id25173,0.37094462807029766,0.050663718512796344,0.5783916534169061
id08925,0.020666822662968005,0.9768312858210735,0.0025018915159585263
id03034,0.01779445461214678,0.9706728123587556,0.011532733029097708
id13272,0.002410794191094174,0.9966576191398087,0.0009315866690971562
id07956,0.9866042330946413,0.008277655543060338,0.005118111362298382
id02648,0.06411500935918081,0.012986417569819147,0.922898573071
id01778,0.21547436236969092,0.004630766030662973,0.7798948715996462
id12846,0.02270303895363304,0.0011719882472450115,0.9761249727991219
id19001,0.3836495143370358,0.018091231844938698,0.5982592538180256
id05763,0.745139834346608,0.009978154771418841,0.2448820108819731
id15590,0.03126650157699486,0.002512370783010704,0.9662211276399943
id04912,0.49512315695385833,0.31526878702568667,0.189608056020455
id21201,0.9281517548998915,0.026265761991957483,0.04558248310815092
id13215,0.9852604130456846,0.0032005505450642953,0.011539036409251208
id15612,0.005719947908609411,0.9917134965693617,0.002566555522028801
id18501,0.08251916444438352,0.0049881754965168,0.9124926600590997
id07223,0.18384938516307778,0.7056544769622002,0.11049613787472193
id06707,0.5805550271622167,0.25248751809189135,0.16695745474589183
id05238,0.0014954158285616324,0.9979766768545631,0.0005279073168752591
id00935,0.07731734896427993,0.029614870059021546,0.8930677809766985
id00110,0.6414224229767267,0.09599468981861906,0.2625828872046543
id17476,0.9779116689324024,0.014184074453824823,0.007904256613772684
id15170,0.9804230296614911,0.005148383483179759,0.014428586855329106
id13397,0.5022590569285759,0.11481171132483184,0.38292923174659227
id24283,0.34110834945913493,0.5552195494989478,0.10367210104191737
id15234,0.9310124899414056,0.059441390808029244,0.009546119250565076
id16884,0.4279676951334348,0.312637428324176,0.2593948765423891
id07831,0.19467493369255517,0.7078951875485319,0.097429878758913
id16038,0.9667368358799631,0.02889807299691896,0.004365091123117949
id03629,0.9036247215873805,0.041475904067815074,0.05489937434480449
id21019,0.7488607704407616,0.2217916150654769,0.029347614493761446
id21835,0.39477248170388785,0.07499387054988449,0.5302336477462276
id04480,0.013869848797451938,0.9847164129430437,0.0014137382595043944
id20838,0.21439015173302797,0.7555339673305438,0.030075880936428184
id24195,0.32494173867209686,0.24383807562685939,0.4312201857010438
id05448,0.6807068989145024,0.21217914428841625,0.1071139567970814
id15957,0.008867028643837727,0.9891891757458222,0.001943795610340194
id19956,0.014536712170499197,0.0005007528799193487,0.9849625349495814
id15104,0.10835622061537799,0.07539734066128383,0.8162464387233381
id17559,0.7066610532290591,0.21832212028339065,0.07501682648755023
id16839,0.6826317392656694,0.06510424844361404,0.2522640122907165
id14493,0.6691853491710446,0.014937411106545766,0.3158772397224096
id08833,0.7506304084894321,0.012208541435959216,0.23716105007460872
id15723,0.1619362471844705,0.18664940971374927,0.6514143431017801
id02716,0.9620896941844588,0.03303207858367407,0.0048782272318670565
id06689,0.039569170818877585,0.9432590174677756,0.0171718117133469
id18837,0.5455611060536986,0.04176342536127215,0.41267546858502935
id04466,0.9540186001932366,0.019477028268851015,0.02650437153791235
id00686,0.9259095518955953,0.007474587289934423,0.06661586081447031
id09010,0.18444763639550252,0.8043688129094667,0.011183550695030775
id23353,0.8532824446967326,0.025119845045125044,0.1215977102581423
id00066,0.8683576813410807,0.11439091353220121,0.01725140512671785
id15724,0.07470619006048411,0.9114714650301294,0.013822344909386407
id23486,0.20274493945081729,0.0018754310406963138,0.7953796295084864
id22258,0.03976510518835125,0.0037331286994993383,0.9565017661121493
id02292,0.7680867836143739,0.1678059397486158,0.0641072766370104
id16356,0.14494821228351978,0.005868648234141905,0.8491831394823384
id00235,0.7925665873228998,0.049818404779965346,0.15761500789713495
id25522,0.2106483359541512,0.007981608828471373,0.7813700552173773
id04204,0.024962322609419545,0.9698655118976762,0.005172165492904356
id22016,0.7780923361576563,0.03105829133049811,0.19084937251184556
id06480,0.13494575227169792,0.8148025021983764,0.05025174552992581
id08718,0.04122276886979476,0.0014341978919057425,0.9573430332382994
id05251,0.005225204462337941,0.9923921858698838,0.002382609667778436
id03359,0.5289351353898639,0.2878385055235951,0.18322635908654097
id16117,0.14469376038489679,0.003218204429130431,0.8520880351859728
id17000,0.02408200877012977,0.9706228791656941,0.005295112064175998
id01730,0.1406206650328256,0.8403279335248002,0.019051401442374296
id00630,0.41449279231211444,0.5178381040284074,0.06766910365947829
id18175,0.10806603036067336,0.006933921379577497,0.8850000482597491
id00907,0.9473078636734545,0.008244481900181098,0.04444765442636432
id18251,0.03735684506808228,0.9570965749486202,0.005546579983297522
id25861,0.7034902701280203,0.20284137481855993,0.09366835505341961
id00398,0.5961777071640455,0.2649766589470627,0.13884563388889176
id27573,0.9903747849542042,0.0006044491342552822,0.00902076591154067
id10022,0.036915774091389145,0.9007389558617689,0.06234527004684194
id15901,0.13385427661549967,0.0044073234046979855,0.8617383999798023
id00451,0.10648568786563609,0.016019147896783992,0.8774951642375799
id23129,0.017597453805705116,0.9750699838552898,0.007332562339005311
id26498,0.2519575182791775,0.673029466120866,0.07501301559995634
id14741,0.297855876225528,0.09568078864985378,0.6064633351246181
id18453,0.1272193882992961,0.026696067292436333,0.8460845444082675
id08309,0.962341190545052,0.020958814774472395,0.016699994680475623
id00320,0.9853930583070254,0.0021174009873364892,0.012489540705638158
id07688,0.21946521903310498,0.01343748836044854,0.7670972926064465
id01556,0.21283326888537812,0.005956202756121617,0.7812105283585004
id00178,0.5525033890501917,0.02498539409627589,0.4225112168535323
id18902,0.30709816534184486,0.14880856081793142,0.5440932738402237
id27002,0.38240056447404286,0.572399297642524,0.04520013788343315
id21418,0.9930518700825176,0.002703346458817401,0.004244783458665153
id23018,0.7262887153658312,0.09176949751544383,0.181941787118725
id07032,0.4379775751794135,0.4667824168529971,0.09524000796758947
id16195,0.48343325195810855,0.012662367484126899,0.5039043805577645
id11202,0.044781423405528466,0.9026097778410432,0.05260879875342841
id09578,0.32868801150898225,0.03459063194048793,0.6367213565505297
id26984,0.8841645541520079,0.00600089194829312,0.10983455389969903
id19856,0.009865005603302302,0.9883948710467906,0.0017401233499072365
id12086,0.6053557587531627,0.010594407923734455,0.38404983332310283
id12052,0.07949863583431427,0.0070180750550252,0.9134832891106605
id17728,0.0805966262757362,0.0033745574226524007,0.9160288163016113
id24608,0.9007080081571092,0.014187018218778425,0.08510497362411239
id21097,0.4109368370614689,0.05720270781168098,0.5318604551268502
id20179,0.01608820467419407,0.0006069360968610925,0.9833048592289447
id15144,0.4992912236939453,0.44358104809052573,0.057127728215528986
id00206,0.9558813567498574,0.005199766768083566,0.03891887648205901
id22285,0.02133223304253716,0.001144339865664536,0.9775234270917984
id06417,0.09194405306886674,0.8123702435149006,0.09568570341623266
id00215,0.004403028796836851,0.9944912861694667,0.0011056850336963904
id04201,0.38369137860683605,0.010750368674134729,0.6055582527190292
id21771,0.9676945781595173,0.019652803718578464,0.012652618121904253
id12451,0.34930359015246165,0.1511359655638341,0.4995604442837043
id14250,0.03904898192890748,0.9135169258784199,0.04743409219267246
id03433,0.022124024487187453,0.9693252545343819,0.008550720978430522
id03303,0.1481932145251761,0.03830279482069258,0.8135039906541314
id25901,0.4366744415883975,0.16872732406458818,0.3945982343470144
id06945,0.6084407963693177,0.01574625858911434,0.375812945041568
id05664,0.07437690088737854,0.8828336929978974,0.04278940611472414
id05741,0.9954876327486545,0.0025878437552693256,0.001924523496076162
id10652,0.13238384627933228,0.10695194713241979,0.760664206588248
id16300,0.9549535425338935,0.012994456045227068,0.032052001420879245
id12319,0.5751987753452225,0.08336201841118746,0.34143920624359014
id07500,0.06317097055479116,0.9350969771110886,0.0017320523341202146
id12478,0.24195419640503738,0.30273666464281557,0.45530913895214703
id03076,0.32912966758862594,0.010534384292278133,0.6603359481190959
id00969,0.10164670889047882,0.784324711523925,0.11402857958559615
id23636,0.010702210590696063,0.985621438542724,0.0036763508665799962
id09791,0.2123164313924629,0.07859641445759764,0.7090871541499394
id05680,0.11186848268281896,0.5099847249793679,0.3781467923378133
id03672,0.14500358914428485,0.5375745946493138,0.3174218162064013
id04286,0.02637662184748088,0.9488234616880697,0.0247999164644493
id23883,0.12224443904649873,0.25712210973098276,0.6206334512225186
id11914,0.6375385202149548,0.1817161479898136,0.1807453317952317
id20974,0.017364137248261878,0.9801900755980931,0.0024457871536449948
id26125,0.07197790343250234,0.017276667470364663,0.910745429097133
id15543,0.2691521139097758,0.014395786675789142,0.7164520994144351
id19471,0.9918011305569945,0.0005417929924114749,0.007657076450594047
id11503,0.8862276718831276,0.08848131020190535,0.025291017914967233
id09321,0.016855597908543875,0.9695581329073838,0.013586269184072406
id25560,0.024268667249165935,0.0015208078913034506,0.9742105248595305
id06726,0.38513432711960705,0.16752290246694942,0.44734277041344345
id05709,0.9734057396450054,0.002573046185779353,0.024021214169215325
id09788,0.21826114498736973,0.6988764708902012,0.08286238412242902
id05289,0.9956292383915442,0.0026362203170386587,0.001734541291417121
id11815,0.0024851753502508826,0.9965476306800766,0.0009671939696725394
id22422,0.7614005699190485,0.09191487202942006,0.14668455805153127
id25954,0.8976733900245355,0.002616772322643025,0.09970983765282151
id13601,0.5689463660634715,0.2588924289289004,0.17216120500762808
id05677,0.9330601360073862,0.004953525109098712,0.061986338883515235
id10498,0.012176536719525536,0.9857805845393832,0.0020428787410912115
id02665,0.1057964588171001,0.8748212228194521,0.019382318363447754
id10114,0.030789868895606445,0.9373529283438155,0.031857202760578
id26314,0.8235663964511288,0.08738302505653023,0.0890505784923409
id21240,0.2743884528974311,0.27101981944410525,0.4545917276584637
id15569,0.9641274170927973,0.012021594082980524,0.023850988824222066
id25928,0.4231259799738855,0.045411509366130164,0.5314625106599843
id22706,0.06591621745429235,0.9295149996321797,0.004568782913527979
id20877,0.045689019714825994,0.8791592422062668,0.07515173807890722
id04318,0.9082496355215007,0.02602171396485603,0.06572865051364321
id18299,0.01918600537238571,0.9702231308262383,0.010590863801376077
id08126,0.11520715057351039,0.002261515761110707,0.882531333665379
id14293,0.34835848108181255,0.004428790186567531,0.64721272873162
id12759,0.9689610654497067,0.017089693232456758,0.013949241317836472
id11983,0.6722647827929797,0.008729493825267188,0.319005723381753
id05580,0.1738808560064549,0.7802558650305175,0.04586327896302774
id25846,0.4419574443109106,0.40695687074156744,0.15108568494752192
id01939,0.3507026435838599,0.014178108487896534,0.6351192479282436
id26327,0.17287717817410156,0.3733108322757482,0.4538119895501504
id11068,0.041618602766359786,0.002448229182024329,0.9559331680516159
id08404,0.9170828042210011,0.008131783451504917,0.07478541232749396
id27189,0.1713225772526927,0.823129062853433,0.005548359893874107
id15119,0.10973437709069085,0.7151318561258132,0.17513376678349593
id26525,0.9759365274725973,0.006362715660790404,0.017700756866612422
id03618,0.7936611732074106,0.12023450488495119,0.08610432190763811
id27220,0.9736758200268485,0.003950115154218806,0.02237406481893264
id18777,0.048640983673328766,0.0030469001258533906,0.9483121162008179
id20213,0.9449980052000231,0.014614645945657413,0.04038734885431955
id20403,0.7713072846978724,0.20724343857213492,0.021449276729992552
id03777,0.39665748897083497,0.012750361389903864,0.5905921496392612
id10595,0.032097487142305904,0.9573157325559376,0.010586780301756379
id13816,0.5735831437959951,0.007875481047044622,0.4185413751569603
id05667,0.05426598357724881,0.009454652475440145,0.9362793639473111
id24629,0.1217536494177043,0.0319148605656562,0.8463314900166394
id20398,0.284089638155571,0.13266374549754836,0.5832466163468807
id14108,0.038410862424406375,0.003227404098715605,0.958361733476878
id06196,0.0019848958420548408,0.9972747753429467,0.0007403288149983242
id02800,0.046878341503366026,0.9357118707570775,0.017409787739556495
id18732,0.018439611903868447,0.9775158550692162,0.0040445330269155005
id11915,0.038568585768513845,0.9412794445433523,0.02015196968813403
id09739,0.6355352275627526,0.04823882546084687,0.31622594697640055
id24672,0.8992626282010829,0.07633553659094282,0.024401835207974214
id00414,0.08622778376121476,0.060862207907154735,0.8529100083316304
id16307,0.8908617459931092,0.06179609920755145,0.04734215479933942
id14043,0.11883255523886,0.018679696934807692,0.8624877478263323
id00517,0.012078139821517139,0.0003881396675878657,0.9875337205108949
id09744,0.9494664386459069,0.04319094071995725,0.00734262063413599
id19257,0.6658759385918216,0.23897237130111817,0.09515169010706027
id15437,0.12702359426470822,0.8645154501398492,0.00846095559544247
id16352,0.16699542099686754,0.009649068222529908,0.8233555107806025
id18849,0.25206206216316296,0.06421928290730801,0.6837186549295291
id19434,0.0017976748927877987,0.9975434209601783,0.0006589041470338513
id17928,0.24916875930829724,0.013881560155292497,0.7369496805364102
id16896,0.1257751050940847,0.004041664064446341,0.8701832308414689
id02135,0.4538825025699988,0.33230058142090074,0.2138169160091005
id15075,0.8917632921220037,0.053848962524166426,0.0543877453538299
id27486,0.0030737112196450892,0.9956969760890311,0.0012293126913238436
id19422,0.9601367752951575,0.006382826903796448,0.03348039780104607
id09603,0.0688720347825999,0.8834821838447124,0.04764578137268775
id02133,0.2681125641873728,0.5658520059873234,0.16603542982530378
id03441,0.24882054317001873,0.02778735397811297,0.7233921028518683
id02398,0.021974897524993736,0.975291603016791,0.002733499458215409
id05152,0.17139017430590794,0.026596697423258327,0.8020131282708338
id17838,0.28590391291722356,0.016110805910298294,0.6979852811724782
id25060,0.9845086693187911,0.007978079358086752,0.007513251323121975
id09998,0.15602273861556254,0.057026754720069434,0.7869505066643679
id01828,0.06604572247198111,0.8818871096257354,0.05206716790228373
id25377,0.48571205693888597,0.06396517378922723,0.4503227692718869
id22175,0.005331600152002804,0.9931362850908155,0.0015321147571816462
id02974,0.05590910275055405,0.006323010671647785,0.9377678865777982
id26955,0.9919649606088725,0.005566844084788136,0.002468195306339381
id21091,0.9157995035786302,0.03416899796731233,0.05003149845405753
id12802,0.9657417781193487,0.008477021777161507,0.02578120010348984
id07432,0.006069379080693674,0.991143136732254,0.0027874841870522524
id18749,0.26073497899524567,0.36628250008037416,0.3729825209243802
id15030,0.046175450763829944,0.0068627222619110405,0.946961826974259
id17155,0.22244062619779145,0.7511838512970606,0.026375522505148047
id08128,0.03175127528943256,0.9336127881086063,0.03463593660196126
id25706,0.01298440424043454,0.9749059613521632,0.012109634407402115
id15645,0.5694569519593146,0.4095650142051793,0.02097803383550612
id04943,0.9602313613616374,0.017988030719520827,0.021780607918841614
id27566,0.04109540474128633,0.0021173459020788618,0.9567872493566348
id11765,0.5483236068418068,0.11518633162503022,0.3364900615331629
id13783,0.46236376503907617,0.45868737343902616,0.07894886152189776
id00492,0.07704062320206885,0.024182164861273638,0.8987772119366576
id27636,0.12333796936731806,0.038255430682654426,0.8384065999500274
id04273,0.9126150233827582,0.04216390159111967,0.045221075026121965
id02537,0.2662209311953102,0.4558385761960637,0.2779404926086261
id24349,0.5796399186173312,0.41467605053094436,0.0056840308517243894
id00023,0.002886368070624918,0.9959500557454823,0.0011635761838927456
id23025,0.2852813359816008,0.7099243435671312,0.004794320451267959
id08722,0.9155097409092748,0.01457582164779205,0.06991443744293324
id02420,0.9962752065945835,0.0017748528151316314,0.0019499405902849425
id10811,0.8999551255447974,0.023393655234549022,0.0766512192206536
id04019,0.03583020423611161,0.0029157215879055238,0.961254074175983
id18334,0.9867627230728876,0.009049092043440489,0.004188184883672041
id16781,0.09871388254303613,0.8747965556051861,0.02648956185177797
id08773,0.6226636652405256,0.3589713434260468,0.018364991333427547
id19214,0.8952068236332217,0.02735974097324994,0.07743343539352843
id09589,0.04045101061662413,0.9018287963850683,0.057720192998307676
id24246,0.7544090793220822,0.0633219354149234,0.18226898526299437
id23577,0.6080391295642099,0.3877832706989205,0.004177599736869538
id09305,0.8567043177190331,0.016589983773853012,0.12670569850711375
id16460,0.7591169525224821,0.013397266786832484,0.2274857806906852
id21115,0.39452617910986026,0.5227455692400822,0.08272825165005745
id25996,0.4082498091419046,0.18736326307181306,0.4043869277862824
id02551,0.0654269541428853,0.008528936224176786,0.9260441096329378
id19352,0.0314774352907279,0.0010953014909631821,0.967427263218309
id03806,0.23319790186485,0.009689915144398323,0.7571121829907517
id26544,0.934346600539476,0.025723731335266398,0.039929668125257646
id18761,0.9771693630622073,0.0071770830143924515,0.015653553923400176
id24148,0.17461857227523542,0.8140153776473757,0.011366050077388732
id16095,0.05607781672751699,0.8580655375061291,0.08585664576635384
id18442,0.8518832522036779,0.015217800919492484,0.13289894687682954
id22596,0.01099417771446204,0.00032609297486297213,0.9886797293106749
id23002,0.049941286240614925,0.006357797322253853,0.9437009164371313
id04797,0.9878412959912954,0.0036539474262884853,0.00850475658241613
id06610,0.09296489501280197,0.004314069623703136,0.902721035363495
id16173,0.1592278903978315,0.8146669682557729,0.026105141346395654
id18292,0.3538859252790981,0.04791267394384388,0.598201400777058
id27328,0.9923451196513834,0.0015291027898300528,0.006125777558786689
id01695,0.11048772552173784,0.8618188845629878,0.027693389915274338
id05761,0.7417177778090703,0.01802323284129875,0.24025898934963102
id16354,0.9388373609544101,0.01254798134826564,0.04861465769732414
id12207,0.16622262994295303,0.22854199041058965,0.6052353796464573
id05665,0.13078820305063438,0.003973622516744402,0.8652381744326213
id01911,0.9260515622830747,0.060979647709147135,0.012968790007777951
id19153,0.03064204375730209,0.00240242539548179,0.9669555308472162
id10295,0.8160686881738598,0.07711407152104838,0.10681724030509186
id23038,0.4643854891010171,0.5062610241517239,0.029353486747258926
id23783,0.6880543893406759,0.3028415131426223,0.009104097516701897
id27879,0.13693705964183395,0.8583997521832855,0.004663188174880578
id19190,0.02330439153905246,0.9743470460832772,0.0023485623776703045
id05065,0.9561726885907704,0.003937248229084169,0.03989006318014536
id21296,0.059760479738857834,0.9027097881623721,0.0375297320987702
id13262,0.3087364540941748,0.257328536055922,0.4339350098499033
id10333,0.9204877958589861,0.004886265659047896,0.0746259384819659
id16677,0.423288359668248,0.2970836043986512,0.2796280359331008
id01392,0.460894332486799,0.019183938884047288,0.5199217286291536
id27874,0.4607728650221533,0.2507003776843295,0.2885267572935172
id02294,0.011008015347280443,0.9819213440698226,0.007070640582896847
id18298,0.03334864500659683,0.002841294107650616,0.9638100608857526
id06997,0.9476517640963197,0.006354778624970393,0.04599345727871002
id05243,0.526563057632111,0.05546045875024935,0.4179764836176397
id00860,0.1607675003869418,0.47157082606478856,0.36766167354826956
id26681,0.9894238256079745,0.008101764354394633,0.002474410037631052
id06020,0.00889001914688047,0.00021439519950519148,0.9908955856536145
id27683,0.7988453417900352,0.08910636531297342,0.11204829289699149
id17655,0.01918355369237736,0.9790524889258119,0.001763957381810786
id08817,0.11233931033521016,0.03357936829267285,0.8540813213721171
